flowID,coflowID,src,dst,bandwidth,weight
0,0,13,13,1.03677676830457,1
1,0,13,11,1.99378117272158,1
2,0,13,3,0.0424675764907442,1
3,0,13,2,1.80401935977331,1
4,0,4,13,1.30601363300814,1
5,0,4,11,2.29012435373513,1
6,0,4,3,0.0468635850972409,1
7,0,4,2,1.17493304006327,1
8,0,1,13,2.00028356354199,1
9,0,1,11,1.76837990016038,1
10,0,1,3,1.42623821730742,1
11,0,1,2,7.55469734727279,1
12,0,3,13,3.1398471564977,1
13,0,3,11,0.204536806162942,1
14,0,3,3,2.84754005872811,1
15,0,3,2,4.69215109756105,1
16,0,6,13,3.23422019576276,1
17,0,6,11,0.329692715869364,1
18,0,6,3,0.474636729018032,1
19,0,6,2,0.629661692564902,1
20,0,7,13,3.56104108682711,1
21,0,7,11,2.75572016925287,1
22,0,7,3,2.64163556311081,1
23,0,7,2,2.58362574613004,1
24,0,9,13,0.116194956974605,1
25,0,9,11,7.03740300756059,1
26,0,9,3,0.288499845849556,1
27,0,9,2,1.77839744754401,1
28,1,4,8,4.0096224599238,1
29,1,4,11,1.15462625042253,1
30,1,4,3,0.0395476909109436,1
31,1,4,9,0.488512772352383,1
32,1,10,8,0.124343857830624,1
33,1,10,11,1.1048846135581,1
34,1,10,3,0.733770227105483,1
35,1,10,9,1.9126872195105,1
36,1,2,8,2.14401420250617,1
37,1,2,11,1.60737186508292,1
38,1,2,3,0.779659136966591,1
39,1,2,9,0.131596734509058,1
40,1,11,8,0.375594316952837,1
41,1,11,11,0.328875547227528,1
42,1,11,3,0.970764173471376,1
43,1,11,9,1.62014987242258,1
44,1,13,8,0.480835693021625,1
45,1,13,11,1.59049071996116,1
46,1,13,3,1.83718180467443,1
47,1,13,9,0.0455588362005016,1
48,1,6,8,0.30492350420074,1
49,1,6,11,1.3460971974376,1
50,1,6,3,2.84952817557219,1
51,1,6,9,3.77483053210941,1
52,1,1,8,2.92129298596079,1
53,1,1,11,2.24831563518306,1
54,1,1,3,0.435764541539265,1
55,1,1,9,2.13609815564317,1
56,2,4,3,0.677258010454108,1
57,2,4,6,3.51075324011358,1
58,2,4,8,1.95122448386044,1
59,2,4,9,0.650394968885822,1
60,2,2,3,4.62871116218876,1
61,2,2,6,0.700291252929231,1
62,2,2,8,4.76531862510491,1
63,2,2,9,1.75060637578097,1
64,2,3,3,0.150347458821437,1
65,2,3,6,2.18567594141034,1
66,2,3,8,1.04304384644469,1
67,2,3,9,3.50542058819187,1
68,2,1,3,2.19236521112125,1
