LinkID,src,dst,cap
0,0,1,1028
1,1,0,1523
2,0,10,1322
3,10,0,1762
4,0,99,1926
5,99,0,1324
6,0,99,1625
7,99,0,1910
8,2,144,1374
9,144,2,1294
10,2,51,1038
11,51,2,1299
12,3,144,1973
13,144,3,1041
14,3,144,1569
15,144,3,1909
16,4,8,1107
17,8,4,1377
18,4,5,1391
19,5,4,1206
20,5,144,1453
21,144,5,1207
22,5,11,1252
23,11,5,1649
24,6,11,1094
25,11,6,1366
26,6,7,1766
27,7,6,1074
28,7,144,1823
29,144,7,1577
30,8,13,1939
31,13,8,1369
32,9,13,1080
33,13,9,1074
34,9,13,1076
35,13,9,1624
36,10,97,1656
37,97,10,1721
38,10,97,1133
39,97,10,1055
40,10,98,1397
41,98,10,1019
42,10,98,1271
43,98,10,1366
44,10,101,1209
45,101,10,1853
46,10,11,1366
47,11,10,1349
48,10,13,1656
49,13,10,1022
50,12,141,1871
51,141,12,1065
52,12,30,1973
53,30,12,1026
54,13,119,1681
55,119,13,1140
56,14,17,1296
57,17,14,1842
58,14,141,1105
59,141,14,1867
60,15,18,1808
61,18,15,1701
62,15,19,1449
63,19,15,1463
64,15,132,1120
65,132,15,1909
66,16,51,1000
67,51,16,1592
68,16,60,1348
69,60,16,1758
70,17,136,1932
71,136,17,1092
72,17,134,1706
73,134,17,1236
74,17,133,1537
75,133,17,1288
76,17,133,1672
77,133,17,1935
78,17,143,1663
79,143,17,1497
80,18,142,1136
81,142,18,1542
82,19,49,1267
83,49,19,1654
84,20,23,1015
85,23,20,1752
86,21,81,1995
87,81,21,1519
88,22,23,1639
89,23,22,1994
90,23,151,1130
91,151,23,1586
92,23,151,1039
93,151,23,1305
94,24,81,1845
95,81,24,1317
96,25,81,1958
97,81,25,1938
98,26,81,1575
99,81,26,1671
100,27,81,1328
101,81,27,1825
102,28,140,1268
103,140,28,1381
104,28,29,1409
105,29,28,1913
106,30,118,1393
107,118,30,1169
108,30,119,1513
109,119,30,1493
110,31,119,1078
111,119,31,1994
112,31,119,1299
113,119,31,1484
114,32,33,1927
115,33,32,1669
116,32,35,1541
117,35,32,1871
118,33,74,1325
119,74,33,1111
120,33,38,1349
121,38,33,1752
122,34,119,1995
123,119,34,1681
124,34,119,1465
125,119,34,1922
126,35,74,1771
127,74,35,1710
128,36,73,1622
129,73,36,1260
130,36,39,1577
131,39,36,1985
132,37,73,1203
133,73,37,1940
134,38,74,1986
135,74,38,1173
136,39,124,1814
137,124,39,1075
138,40,142,1846
139,142,40,1219
140,41,142,1370
141,142,41,1878
142,42,142,1366
143,142,42,1546
144,43,142,1550
145,142,43,1341
146,44,142,1644
147,142,44,1675
148,45,49,1592
149,49,45,1214
150,46,142,1864
151,142,46,1742
152,47,142,1731
153,142,47,1826
154,48,49,1918
155,49,48,1228
156,49,129,1908
157,129,49,1179
158,50,56,1534
159,56,50,1206
160,50,58,1971
161,58,50,1776
162,50,51,1196
163,51,50,1960
164,50,52,1216
165,52,50,1116
166,50,53,1991
167,53,50,1546
168,51,136,1536
169,136,51,1375
170,51,53,1754
171,53,51,1372
172,51,92,1148
173,92,51,1855
174,51,127,1887
175,127,51,1461
176,51,127,1013
177,127,51,1156
