LinkID,src,dst,cap
0,0,2,1803
1,2,0,1547
2,0,3,1921
3,3,0,1709
4,0,5,1027
5,5,0,1600
6,1,4,1739
7,4,1,1786
8,1,7,1232
9,7,1,1987
10,2,5,1763
11,5,2,1186
12,2,7,1142
13,7,2,1517
14,4,10,1402
15,10,4,1041
16,4,6,1836
17,6,4,1985
18,4,7,1750
19,7,4,1797
20,6,10,1601
21,10,6,1352
22,6,7,1069
23,7,6,1953
24,6,15,1609
25,15,6,1024
26,8,9,1704
27,9,8,1508
28,8,14,1767
29,14,8,1571
30,9,10,1562
31,10,9,1024
32,11,12,1375
33,12,11,1937
34,11,14,1028
35,14,11,1387
36,12,13,1587
37,13,12,1187
38,12,15,1326
39,15,12,1999
40,13,14,1539
41,14,13,1146
