LinkID,src,dst,cap
0,0,28,1051
1,28,0,1753
2,0,37,1810
3,37,0,1208
4,1,28,1325
5,28,1,1057
6,1,29,1778
7,29,1,1723
8,2,74,1995
9,74,2,1202
10,2,3,1865
11,3,2,1845
12,3,4,1382
13,4,3,1963
14,4,5,1397
15,5,4,1401
16,5,6,1779
17,6,5,1630
18,6,7,1630
19,7,6,1147
20,7,11,1646
21,11,7,1762
22,8,9,1466
23,9,8,1386
24,8,11,1005
25,11,8,1981
26,9,37,1587
27,37,9,1747
28,10,58,1842
29,58,10,1903
30,10,11,1967
31,11,10,1714
32,12,60,1845
33,60,12,1917
34,12,61,1196
35,61,12,1375
36,13,73,1765
37,73,13,1079
38,13,27,1832
39,27,13,1844
40,14,48,1004
41,48,14,1332
42,14,66,1019
43,66,14,1325
44,15,23,1503
45,23,15,1087
46,15,47,1615
47,47,15,1044
48,16,60,1152
49,60,16,1491
50,16,63,1378
51,63,16,1535
52,17,56,1658
53,56,17,1274
54,17,57,1747
55,57,17,1788
56,18,19,1923
57,19,18,1887
58,18,21,1816
59,21,18,1008
60,19,42,1346
61,42,19,1438
62,20,21,1196
63,21,20,1759
64,20,79,1375
65,79,20,1263
66,22,25,1310
67,25,22,1600
68,22,26,1991
69,26,22,1772
70,22,23,1022
71,23,22,1088
72,24,75,1316
73,75,24,1569
74,24,43,1393
75,43,24,1483
76,25,43,1942
77,43,25,1291
78,26,47,1275
79,47,26,1306
80,27,47,1711
81,47,27,1781
82,29,30,1624
83,30,29,1496
84,30,51,1726
85,51,30,1968
86,31,78,1512
87,78,31,1937
88,31,79,1043
89,79,31,1846
90,32,51,1111
91,51,32,1315
92,32,78,1986
93,78,32,1480
94,32,87,1200
95,87,32,1007
96,33,35,1223
97,35,33,1701
98,33,87,1171
99,87,33,1633
100,34,35,1890
101,35,34,1035
102,34,86,1419
103,86,34,1145
104,36,42,1189
105,42,36,1652
106,36,75,1159
107,75,36,1876
108,38,45,1814
109,45,38,1343
110,38,39,1907
111,39,38,1126
112,39,70,1476
113,70,39,1135
114,40,72,1452
115,72,40,1820
116,40,71,1490
117,71,40,1885
118,41,72,1783
119,72,41,1393
120,41,81,1507
121,81,41,1937
122,41,46,1113
123,46,41,1121
124,42,74,1159
125,74,42,1485
126,42,69,1006
127,69,42,1308
128,43,44,1932
129,44,43,1378
130,44,76,1729
131,76,44,1231
132,45,77,1146
133,77,45,1002
134,46,73,1200
135,73,46,1946
136,48,49,1062
137,49,48,1433
138,49,56,1858
139,56,49,1993
140,50,68,1659
141,68,50,1124
142,50,53,1384
143,53,50,1581
144,52,53,1236
145,53,52,1939
146,52,55,1005
147,55,52,1334
148,54,57,1108
149,57,54,1525
150,54,55,1864
151,55,54,1653
152,58,61,1072
153,61,58,1991
154,59,82,1015
155,82,59,1698
156,59,83,1070
157,83,59,1745
158,62,65,1309
159,65,62,1671
160,62,63,1761
161,63,62,1677
162,64,65,1694
163,65,64,1346
164,64,67,1411
165,67,64,1649
166,66,67,1377
167,67,66,1841
168,68,69,1333
169,69,68,1745
170,70,71,1091
171,71,70,1559
172,76,77,1644
173,77,76,1720
174,80,81,1081
175,81,80,1738
176,80,82,1506
177,82,80,1506
178,83,84,1005
179,84,83,1392
180,84,85,1180
181,85,84,1985
182,85,86,1379
183,86,85,1297
