LinkID,src,dst,cap
0,0,1,1894
1,1,0,1848
2,0,3,1009
3,3,0,1989
4,1,40,1738
5,40,1,1375
6,2,33,1440
7,33,2,1398
8,2,11,1583
9,11,2,1693
10,3,11,1051
11,11,3,1309
12,3,5,1493
13,5,3,1114
14,4,5,1160
15,5,4,1634
16,4,6,1978
17,6,4,1979
18,6,7,1512
19,7,6,1833
20,7,8,1801
21,8,7,1793
22,8,9,1654
23,9,8,1193
24,8,26,1078
25,26,8,1565
26,8,29,1466
27,29,8,1561
28,9,17,1272
29,17,9,1512
30,10,33,1371
31,33,10,1864
32,11,41,1892
33,41,11,1694
34,12,13,1800
35,13,12,1220
36,13,16,1033
37,16,13,1192
38,13,34,1644
39,34,13,1899
40,13,14,1730
41,14,13,1691
42,13,22,1338
43,22,13,1171
44,14,15,1657
45,15,14,1087
46,15,30,1799
47,30,15,1347
48,16,35,1579
49,35,16,1554
50,17,19,1358
51,19,17,1405
52,18,27,1247
53,27,18,1610
54,18,19,1930
55,19,18,1617
56,20,30,1239
57,30,20,1500
58,21,25,1867
59,25,21,1374
60,21,27,1678
61,27,21,1571
62,23,34,1116
63,34,23,1968
64,24,25,1586
65,25,24,1147
66,24,31,1494
67,31,24,1805
68,26,27,1311
69,27,26,1163
70,28,30,1095
71,30,28,1845
72,29,30,1452
73,30,29,1360
74,30,31,1252
75,31,30,1105
76,32,33,1556
77,33,32,1031
78,32,41,1760
79,41,32,1875
80,35,36,1696
81,36,35,1224
82,36,37,1212
83,37,36,1411
84,37,38,1207
85,38,37,1591
86,38,40,1266
87,40,38,1208
88,39,40,1659
89,40,39,1812
90,39,41,1155
91,41,39,1274
