LinkID,src,dst,cap
0,0,17,1026
1,17,0,1819
2,0,5,1977
3,5,0,1951
4,1,4,1308
5,4,1,1621
6,1,5,1120
7,5,1,1651
8,2,16,1859
9,16,2,1965
10,2,5,1178
11,5,2,1419
12,3,5,1231
13,5,3,1432
14,3,21,1577
15,21,3,1407
16,4,5,1561
17,5,4,1490
18,4,21,1934
19,21,4,1710
20,5,6,1928
21,6,5,1621
22,5,8,1644
23,8,5,1970
24,5,17,1443
25,17,5,1966
26,5,21,1786
27,21,5,1696
28,6,17,1670
29,17,6,1549
30,7,17,1975
31,17,7,1650
32,7,21,1619
33,21,7,1725
34,8,17,1924
35,17,8,1691
36,9,13,1063
37,13,9,1369
38,9,21,1015
39,21,9,1804
40,10,17,1065
41,17,10,1818
42,11,17,1119
43,17,11,1867
44,12,16,1121
45,16,12,1072
46,13,17,1169
47,17,13,1512
48,14,23,1020
49,23,14,1720
50,15,23,1658
51,23,15,1859
52,16,17,1204
53,17,16,1309
54,16,21,1360
55,21,16,1517
56,16,23,1525
57,23,16,1837
58,17,18,1958
59,18,17,1790
60,17,19,1633
61,19,17,1888
62,17,20,1793
63,20,17,1991
64,17,21,1588
65,21,17,1676
66,19,21,1976
67,21,19,1433
68,21,22,1390
69,22,21,1947
70,21,23,1735
71,23,21,1899
72,22,23,1403
73,23,22,1112
