LinkID,src,dst,cap
0,0,1,1548
1,1,0,1329
2,0,3,1178
3,3,0,1863
4,1,6,1293
5,6,1,1244
6,2,3,1742
7,3,2,1014
8,2,21,1527
9,21,2,1080
10,4,7,1280
11,7,4,1186
12,5,8,1573
13,8,5,1251
14,5,7,1891
15,7,5,1116
16,6,7,1719
17,7,6,1026
18,8,9,1945
19,9,8,1796
20,8,10,1969
21,10,8,1317
22,8,11,1028
23,11,8,1796
24,9,12,1520
25,12,9,1034
26,12,14,1099
27,14,12,1844
28,13,14,1970
29,14,13,1548
30,13,22,1793
31,22,13,1048
32,15,16,1823
33,16,15,1821
34,15,22,1007
35,22,15,1391
36,16,17,1714
37,17,16,1181
38,17,18,1411
39,18,17,1080
40,18,20,1234
41,20,18,1915
42,19,20,1730
43,20,19,1882
44,19,21,1501
45,21,19,1619
46,20,21,1644
47,21,20,1544
