LinkID,src,dst,cap
0,0,1,1892
1,1,0,1783
2,0,2,1562
3,2,0,1008
4,0,4,1980
5,4,0,1689
6,0,34,1629
7,34,0,1034
8,0,30,1043
9,30,0,1682
10,1,33,1747
11,33,1,1123
12,2,32,1376
13,32,2,1147
14,2,35,1828
15,35,2,1745
16,2,4,1449
17,4,2,1560
18,2,38,1001
19,38,2,1693
20,2,36,1077
21,36,2,1856
22,2,31,1291
23,31,2,1952
24,3,10,1908
25,10,3,1573
26,3,19,1427
27,19,3,1956
28,3,4,1903
29,4,3,1925
30,3,5,1411
31,5,3,1933
32,3,30,1281
33,30,3,1399
34,4,5,1949
35,5,4,1536
36,4,6,1175
37,6,4,1767
38,4,8,1442
39,8,4,1625
40,4,16,1032
41,16,4,1396
42,4,17,1154
43,17,4,1972
44,4,29,1488
45,29,4,1292
46,4,31,1688
47,31,4,1427
48,5,23,1004
49,23,5,1484
50,6,7,1239
51,7,6,1249
52,7,8,1530
53,8,7,1594
54,7,25,1969
55,25,7,1674
56,7,34,1891
57,34,7,1408
58,8,9,1312
59,9,8,1239
60,8,25,1990
61,25,8,1684
62,9,25,1533
63,25,9,1037
64,9,18,1752
65,18,9,1073
66,9,29,1296
67,29,9,1691
68,9,15,1634
69,15,9,1758
70,11,13,1093
71,13,11,1240
72,12,22,1365
73,22,12,1349
74,12,20,1602
75,20,12,1389
76,12,13,1302
77,13,12,1705
78,12,14,1744
79,14,12,1185
80,12,15,1044
81,15,12,1431
82,13,14,1191
83,14,13,1973
84,13,22,1445
85,22,13,1639
86,15,29,1160
87,29,15,1225
88,16,34,1242
89,34,16,1177
90,17,30,1756
91,30,17,1914
92,21,27,1081
93,27,21,1740
94,22,26,1831
95,26,22,1907
96,22,27,1661
97,27,22,1723
98,22,23,1211
99,23,22,1129
100,23,29,1670
101,29,23,1502
102,24,25,1123
103,25,24,1053
104,24,34,1922
105,34,24,1406
106,27,28,1830
107,28,27,1427
108,28,29,1366
109,29,28,1934
110,30,39,1812
111,39,30,1462
112,32,34,1148
113,34,32,1001
114,33,34,1033
115,34,33,1831
116,35,36,1163
117,36,35,1514
118,36,37,1978
119,37,36,1457
120,38,39,1222
121,39,38,1150
