LinkID,src,dst,cap
0,0,8,1150
1,8,0,1213
2,0,1,1071
3,1,0,1301
4,0,3,1051
5,3,0,1918
6,0,6,1490
7,6,0,1943
8,0,7,1375
9,7,0,1440
10,1,8,1872
11,8,1,1360
12,1,6,1667
13,6,1,1021
14,2,29,1414
15,29,2,1529
16,2,30,1554
17,30,2,1009
18,4,8,1731
19,8,4,1922
20,4,5,1972
21,5,4,1036
22,4,7,1762
23,7,4,1085
24,6,8,1135
25,8,6,1023
26,8,9,1917
27,9,8,1167
28,8,21,1818
29,21,8,1135
30,8,24,1474
31,24,8,1199
32,8,25,1238
33,25,8,1327
34,9,20,1645
35,20,9,1213
36,9,21,1945
37,21,9,1382
38,9,24,1876
39,24,9,1311
40,9,25,1981
41,25,9,1626
42,9,28,1142
43,28,9,1263
44,10,16,1108
45,16,10,1438
46,10,17,1156
47,17,10,1254
48,11,19,1284
49,19,11,1383
50,11,20,1713
51,20,11,1147
52,11,15,1802
53,15,11,1212
54,12,25,1932
55,25,12,1771
56,12,20,1431
57,20,12,1181
58,12,13,1440
59,13,12,1607
60,12,14,1024
61,14,12,1935
62,14,16,1379
63,16,14,1032
64,14,17,1786
65,17,14,1053
66,14,18,1765
67,18,14,1911
68,14,15,1734
69,15,14,1015
70,15,16,1017
71,16,15,1785
72,15,25,1865
73,25,15,1770
74,15,20,1023
75,20,15,1118
76,16,20,1014
77,20,16,1011
78,17,18,1006
79,18,17,1880
80,18,21,1292
81,21,18,1698
82,19,20,1828
83,20,19,1195
84,20,36,1855
85,36,20,1555
86,20,21,1176
87,21,20,1657
88,20,23,1885
89,23,20,1099
90,20,28,1937
91,28,20,1695
92,21,34,1196
93,34,21,1716
94,21,24,1150
95,24,21,1625
96,21,25,1543
97,25,21,1701
98,23,25,1715
99,25,23,1317
100,24,26,1301
101,26,24,1850
102,24,28,1048
103,28,24,1630
104,25,36,1822
105,36,25,1193
106,25,28,1493
107,28,25,1503
108,26,32,1881
109,32,26,1434
110,26,31,1230
111,31,26,1017
112,29,37,1775
113,37,29,1497
114,29,30,1142
115,30,29,1852
116,31,32,1934
117,32,31,1729
118,33,35,1709
119,35,33,1687
120,33,38,1119
121,38,33,1909
122,37,38,1809
123,38,37,1868
