LinkID,src,dst,cap
0,0,237,1456
1,237,0,1203
2,0,751,1518
3,751,0,1171
4,1,3,1791
5,3,1,1514
6,1,117,1160
7,117,1,1970
8,2,441,1057
9,441,2,1574
10,2,4,1433
11,4,2,1444
12,3,120,1836
13,120,3,1500
14,4,649,1819
15,649,4,1949
16,5,317,1618
17,317,5,1621
18,5,719,1739
19,719,5,1123
20,6,308,1538
21,308,6,1761
22,6,719,1154
23,719,6,1861
24,7,512,1725
25,512,7,1694
26,7,244,1524
27,244,7,1735
28,8,9,1129
29,9,8,1004
30,8,449,1029
31,449,8,1253
32,9,220,1324
33,220,9,1887
34,10,272,1921
35,272,10,1667
36,10,11,1223
37,11,10,1019
38,11,57,1334
39,57,11,1722
40,12,562,1931
41,562,12,1663
42,12,70,1028
43,70,12,1768
44,13,57,1206
45,57,13,1964
46,13,14,1184
47,14,13,1874
48,14,15,1099
49,15,14,1240
50,15,16,1455
51,16,15,1199
52,15,16,1137
53,16,15,1563
54,16,17,1839
55,17,16,1906
56,16,718,1848
57,718,16,1614
58,16,311,1085
59,311,16,1223
60,17,348,1271
61,348,17,1355
62,18,43,1140
63,43,18,1741
64,18,42,1399
65,42,18,1830
66,18,339,1689
67,339,18,1739
68,18,487,1953
69,487,18,1056
70,19,504,1753
71,504,19,1765
72,19,43,1893
73,43,19,1202
74,20,634,1504
75,634,20,1883
76,20,654,1159
77,654,20,1531
78,21,245,1679
79,245,21,1843
80,21,118,1492
81,118,21,1739
82,22,666,1979
83,666,22,1425
84,22,603,1944
85,603,22,1786
86,22,524,1936
87,524,22,1282
88,23,393,1947
89,393,23,1570
90,23,25,1539
91,25,23,1043
92,24,490,1974
93,490,24,1220
94,24,628,1888
95,628,24,1110
96,24,487,1666
97,487,24,1478
98,25,171,1900
99,171,25,1395
100,25,172,1474
101,172,25,1084
102,25,84,1182
103,84,25,1452
104,25,373,1510
105,373,25,1909
106,25,374,1015
107,374,25,1332
108,26,27,1728
109,27,26,1196
110,26,214,1538
111,214,26,1651
112,27,32,1855
113,32,27,1210
114,28,224,1405
115,224,28,1255
116,28,230,1608
117,230,28,1055
118,29,230,1329
119,230,29,1872
120,30,33,1591
121,33,30,1786
122,30,31,1676
123,31,30,1846
124,31,109,1576
125,109,31,1344
126,32,33,1856
127,33,32,1560
128,32,743,1372
129,743,32,1632
130,32,742,1097
131,742,32,1009
132,32,211,1138
133,211,32,1792
134,34,35,1999
135,35,34,1741
136,34,37,1857
137,37,34,1038
138,35,40,1004
139,40,35,1621
140,35,594,1118
141,594,35,1728
142,36,52,1702
143,52,36,1700
144,36,37,1277
145,37,36,1370
146,38,241,1848
147,241,38,1621
148,38,39,1129
149,39,38,1511
150,39,624,1763
151,624,39,1764
152,39,211,1499
153,211,39,1403
154,40,41,1523
155,41,40,1244
156,40,228,1922
157,228,40,1339
158,41,225,1073
159,225,41,1241
160,41,226,1298
161,226,41,1614
162,41,223,1526
163,223,41,1053
164,42,614,1089
165,614,42,1609
166,44,250,1087
167,250,44,1254
168,44,47,1057
169,47,44,1725
170,45,50,1990
171,50,45,1515
172,45,46,1620
173,46,45,1425
174,46,47,1923
175,47,46,1971
176,47,52,1827
177,52,47,1575
178,48,51,1067
179,51,48,1196
180,48,164,1533
181,164,48,1706
182,49,490,1750
183,490,49,1997
184,49,51,1052
185,51,49,1651
186,49,52,1892
187,52,49,1428
188,50,296,1060
189,296,50,1640
190,50,628,1856
191,628,50,1709
192,51,52,1273
193,52,51,1214
194,52,230,1053
195,230,52,1055
196,52,53,1429
197,53,52,1083
198,54,68,1014
199,68,54,1517
200,54,318,1787
201,318,54,1944
202,54,567,1134
203,567,54,1061
204,55,56,1316
205,56,55,1848
206,55,562,1292
207,562,55,1813
208,56,140,1367
209,140,56,1009
210,58,579,1718
211,579,58,1258
212,58,59,1920
213,59,58,1896
214,59,340,1428
215,340,59,1389
216,60,347,1193
217,347,60,1867
218,60,455,1981
219,455,60,1380
220,60,359,1771
221,359,60,1356
222,61,579,1001
223,579,61,1026
224,61,62,1304
225,62,61,1836
226,62,160,1161
227,160,62,1969
228,62,65,1123
229,65,62,1180
230,62,63,1542
231,63,62,1988
232,63,155,1027
233,155,63,1484
234,63,350,1809
235,350,63,1204
236,64,112,1832
237,112,64,1049
238,64,564,1306
239,564,64,1178
240,64,279,1736
241,279,64,1251
242,65,66,1279
243,66,65,1201
244,66,67,1301
245,67,66,1142
246,67,114,1996
247,114,67,1768
248,68,721,1135
249,721,68,1193
250,69,98,1209
251,98,69,1109
252,69,339,1755
253,339,69,1375
254,69,86,1475
255,86,69,1620
256,70,566,1035
257,566,70,1268
258,71,665,1390
259,665,71,1238
260,71,398,1294
261,398,71,1059
262,71,399,1294
263,399,71,1901
264,72,400,1704
265,400,72,1435
266,72,432,1185
267,432,72,1456
268,73,594,1934
269,594,73,1050
270,73,74,1221
271,74,73,1841
272,74,75,1120
273,75,74,1434
274,74,269,1184
275,269,74,1222
276,74,79,1064
277,79,74,1080
278,75,702,1624
279,702,75,1617
280,76,281,1898
281,281,76,1220
282,76,79,1945
283,79,76,1704
284,77,269,1362
285,269,77,1629
286,78,79,1839
287,79,78,1263
288,80,81,1454
289,81,80,1623
290,80,556,1822
291,556,80,1012
292,81,414,1772
293,414,81,1899
294,82,629,1621
295,629,82,1758
296,82,341,1042
297,341,82,1586
298,83,600,1690
299,600,83,1018
300,83,137,1948
301,137,83,1889
302,83,710,1497
303,710,83,1945
304,84,85,1386
305,85,84,1195
306,84,519,1639
307,519,84,1195
308,85,90,1796
309,90,85,1094
310,86,87,1542
311,87,86,1322
312,87,98,1593
313,98,87,1488
314,87,495,1027
315,495,87,1078
316,88,91,1657
317,91,88,1886
318,89,94,1182
319,94,89,1972
320,90,91,1496
321,91,90,1877
322,92,343,1483
323,343,92,1673
324,92,343,1364
325,343,92,1101
326,93,544,1193
327,544,93,1584
328,93,98,1942
329,98,93,1936
330,94,300,1905
331,300,94,1080
332,95,544,1607
333,544,95,1396
334,95,209,1391
335,209,95,1112
336,95,98,1396
337,98,95,1934
338,96,97,1584
339,97,96,1964
340,96,98,1726
341,98,96,1395
342,97,201,1674
343,201,97,1907
344,98,99,1921
345,99,98,1487
346,99,343,1016
347,343,99,1749
348,100,106,1410
