LinkID,src,dst,cap
0,0,1,1755
1,1,0,1049
2,0,10,1040
3,10,0,1553
4,0,99,1750
5,99,0,1145
6,0,99,1435
7,99,0,1394
8,2,144,1983
9,144,2,1295
10,2,51,1104
11,51,2,1513
12,3,144,1747
13,144,3,1036
14,3,144,1678
15,144,3,1408
16,4,8,1610
17,8,4,1522
18,4,5,1161
19,5,4,1144
20,5,144,1806
21,144,5,1120
22,5,11,1557
23,11,5,1481
24,6,11,1701
25,11,6,1079
26,6,7,1135
27,7,6,1027
28,7,144,1284
29,144,7,1308
30,8,13,1095
31,13,8,1404
32,9,13,1808
33,13,9,1750
34,9,13,1973
35,13,9,1626
36,10,97,1736
37,97,10,1946
38,10,97,1903
39,97,10,1404
40,10,98,1737
41,98,10,1124
42,10,98,1356
43,98,10,1864
44,10,101,1825
45,101,10,1485
46,10,11,1794
47,11,10,1646
48,10,13,1884
49,13,10,1389
50,12,141,1436
51,141,12,1713
52,12,30,1728
53,30,12,1911
54,13,119,1772
55,119,13,1156
56,14,17,1244
57,17,14,1269
58,14,141,1320
59,141,14,1528
60,15,18,1146
61,18,15,1433
62,15,19,1120
63,19,15,1998
64,15,132,1130
65,132,15,1812
66,16,51,1127
67,51,16,1882
68,16,60,1451
69,60,16,1782
70,17,136,1908
71,136,17,1565
72,17,134,1556
73,134,17,1395
74,17,133,1968
75,133,17,1456
76,17,133,1945
77,133,17,1743
78,17,143,1922
79,143,17,1959
80,18,142,1652
81,142,18,1814
82,19,49,1695
83,49,19,1995
84,20,23,1564
85,23,20,1929
86,21,81,1749
87,81,21,1849
88,22,23,1521
89,23,22,1445
90,23,151,1708
91,151,23,1816
92,23,151,1119
93,151,23,1038
94,24,81,1753
95,81,24,1985
96,25,81,1568
97,81,25,1821
98,26,81,1777
99,81,26,1486
100,27,81,1119
101,81,27,1268
102,28,140,1596
103,140,28,1442
104,28,29,1781
105,29,28,1834
106,30,118,1372
107,118,30,1192
108,30,119,1090
109,119,30,1993
110,31,119,1341
111,119,31,1075
112,31,119,1672
113,119,31,1599
114,32,33,1108
115,33,32,1325
116,32,35,1849
117,35,32,1564
118,33,74,1244
119,74,33,1676
120,33,38,1009
121,38,33,1690
122,34,119,1657
123,119,34,1241
124,34,119,1596
125,119,34,1930
126,35,74,1405
127,74,35,1851
128,36,73,1787
129,73,36,1536
130,36,39,1271
131,39,36,1973
132,37,73,1710
133,73,37,1250
134,38,74,1187
135,74,38,1568
136,39,124,1459
137,124,39,1712
138,40,142,1420
139,142,40,1381
140,41,142,1525
141,142,41,1624
142,42,142,1945
