LinkID,src,dst,cap
0,0,1,1350
1,1,0,1312
2,0,2,1945
3,2,0,1005
4,0,4,1542
5,4,0,1298
6,0,34,1901
7,34,0,1348
8,0,30,1711
9,30,0,1099
10,1,33,1088
11,33,1,1610
12,2,32,1517
13,32,2,1144
14,2,35,1371
15,35,2,1685
16,2,4,1544
17,4,2,1549
18,2,38,1241
19,38,2,1327
20,2,36,1677
21,36,2,1304
22,2,31,1350
23,31,2,1975
24,3,10,1361
25,10,3,1714
26,3,19,1289
27,19,3,1515
28,3,4,1209
29,4,3,1998
30,3,5,1760
31,5,3,1867
32,3,30,1665
33,30,3,1579
34,4,5,1317
35,5,4,1830
36,4,6,1944
37,6,4,1578
38,4,8,1743
39,8,4,1539
40,4,16,1133
41,16,4,1430
42,4,17,1658
43,17,4,1839
44,4,29,1396
45,29,4,1155
46,4,31,1306
47,31,4,1091
48,5,23,1651
49,23,5,1303
50,6,7,1475
51,7,6,1179
52,7,8,1933
53,8,7,1418
54,7,25,1366
55,25,7,1215
56,7,34,1032
57,34,7,1566
58,8,9,1478
59,9,8,1737
60,8,25,1353
61,25,8,1336
62,9,25,1841
63,25,9,1112
64,9,18,1013
65,18,9,1975
66,9,29,1244
67,29,9,1174
68,9,15,1887
69,15,9,1959
70,11,13,1941
71,13,11,1218
72,12,22,1742
73,22,12,1369
74,12,20,1975
75,20,12,1386
76,12,13,1712
77,13,12,1814
78,12,14,1806
79,14,12,1842
80,12,15,1423
81,15,12,1760
82,13,14,1125
83,14,13,1848
84,13,22,1518
85,22,13,1782
86,15,29,1538
87,29,15,1674
88,16,34,1466
89,34,16,1378
90,17,30,1151
91,30,17,1153
92,21,27,1018
93,27,21,1644
94,22,26,1877
95,26,22,1553
96,22,27,1181
97,27,22,1391
98,22,23,1144
99,23,22,1437
100,23,29,1558
101,29,23,1581
102,24,25,1027
103,25,24,1240
104,24,34,1843
105,34,24,1576
106,27,28,1282
107,28,27,1287
108,28,29,1658
109,29,28,1261
110,30,39,1741
111,39,30,1107
112,32,34,1854
113,34,32,1632
114,33,34,1668
115,34,33,1919
116,35,36,1565
117,36,35,1398
118,36,37,1895
119,37,36,1991
120,38,39,1743
121,39,38,1659
