flowID,coflowID,src,dst,bandwidth,weight
0,0,35,1,863.0061208827759,1
1,0,19,29,530.6858461869099,1
2,0,18,31,880.1456317725147,1
0,1,13,9,970.1451024243593,1
1,1,17,38,909.846420427001,1
2,1,28,8,931.1813135574346,1
0,2,16,2,723.4498005101411,1
1,2,31,26,517.4696466190018,1
2,2,30,27,1005.7745287525895,1
0,3,26,0,917.4402064445791,1
1,3,9,19,703.4644075200367,1
2,3,26,11,682.5133201896454,1
0,4,10,2,913.661660041691,1
1,4,27,24,789.6712679328942,1
2,4,2,36,1001.1204208550314,1
0,5,34,29,712.6130550269172,1
1,5,10,35,989.4880179739613,1
2,5,25,12,923.3029891826577,1
0,6,17,14,847.9123484428962,1
1,6,4,0,822.3165432400694,1
2,6,37,15,779.0394354706501,1
0,7,39,28,567.0689322499321,1
1,7,33,31,1194.691150979153,1
2,7,22,31,988.2920450018062,1
0,8,36,32,514.9638275759926,1
1,8,21,36,895.3439142171095,1
2,8,26,24,530.6930774815095,1
0,9,13,1,701.1845989118767,1
1,9,35,18,793.3703913240009,1
2,9,37,26,537.6385290245573,1
0,10,8,24,546.6835981837344,1
1,10,26,8,679.6392128314586,1
2,10,17,24,816.7740706872328,1
0,11,4,6,1084.9921663020027,1
1,11,23,16,884.6438810904881,1
2,11,23,8,809.3763518633696,1
0,12,30,19,914.6714511792243,1
1,12,36,33,861.6994065857441,1
2,12,0,22,642.052795079034,1
0,13,6,7,561.1554316378556,1
1,13,35,34,744.8488220225772,1
2,13,5,9,881.66509020799,1
0,14,11,6,1079.201262720856,1
1,14,31,30,761.897939080716,1
2,14,22,14,937.1802755337401,1
0,15,3,5,721.6256962412946,1
1,15,11,3,517.9138900488867,1
2,15,3,17,606.4398698645539,1
0,16,29,4,810.6634112765108,1
1,16,18,22,896.8897969322621,1
2,16,34,14,736.4179338635065,1
0,17,16,38,673.7325898981372,1
1,17,21,5,552.9284148171412,1
2,17,12,38,566.0330030452665,1
0,18,35,24,560.2989010136456,1
1,18,12,21,1226.0171808745772,1
2,18,25,2,955.2968426773875,1
0,19,30,14,1139.7083599250143,1
1,19,2,31,502.5231005851314,1
2,19,19,15,1021.9124756922719,1
