flowID,coflowID,src,dst,bandwidth,weight
0,0,561,423,1099.8768336296407,1
1,0,396,617,1146.2935456650132,1
2,0,346,380,673.9141743805902,1
3,0,624,153,566.2338473378898,1
4,0,112,662,548.3765122630059,1
0,1,499,342,1081.19935141572,1
1,1,541,517,740.44437042695,1
2,1,420,38,508.5615232745662,1
3,1,303,296,718.6438405266517,1
4,1,83,244,546.6917208143344,1
0,2,696,106,1178.1277504461061,1
1,2,572,104,800.9387894707976,1
2,2,737,249,839.5201170878255,1
3,2,268,712,1011.5467580770711,1
4,2,751,335,1070.9875223895813,1
0,3,734,687,928.1578540285562,1
1,3,33,232,1124.6488383041503,1
2,3,616,90,937.442942320333,1
3,3,283,396,1085.105133735581,1
4,3,637,668,958.1658670801837,1
0,4,145,727,650.9863013934087,1
1,4,549,291,932.2356558647722,1
2,4,494,237,555.3950996337429,1
3,4,681,711,832.5120670352501,1
4,4,226,12,879.9816384970997,1
0,5,91,149,620.4725959473138,1
1,5,72,738,1177.2006371335056,1
2,5,496,500,1032.2068737874804,1
3,5,325,132,932.3808682252275,1
4,5,494,98,1151.9073944494726,1
0,6,703,575,706.9786838473694,1
1,6,371,302,825.1026293986945,1
2,6,684,541,790.5421998994063,1
3,6,146,618,658.4626883395654,1
4,6,481,324,703.0127858286465,1
0,7,16,486,616.4127838639643,1
1,7,405,330,683.1463008298853,1
2,7,667,624,563.000317870205,1
3,7,654,31,799.8893938107068,1
4,7,338,725,1075.1360232392312,1
0,8,453,509,502.22013023243795,1
1,8,465,145,919.0224640403048,1
2,8,307,518,1158.0243345051695,1
3,8,75,359,777.0136127749643,1
4,8,719,387,943.7986464021735,1
0,9,39,35,941.9207820581628,1
1,9,733,333,928.5323051838576,1
2,9,727,709,934.8961362434316,1
3,9,199,746,519.5857243082195,1
4,9,665,685,890.8659218593093,1
0,10,345,601,796.6805458731096,1
1,10,620,246,941.1036175201626,1
2,10,377,124,1020.318135303521,1
3,10,26,173,613.2015589235054,1
4,10,362,751,920.3399331431079,1
0,11,343,249,676.980428050444,1
1,11,486,31,1128.6366615927043,1
2,11,608,255,568.4558257409652,1
3,11,218,53,849.0843324134667,1
4,11,167,645,542.7132658916231,1
0,12,283,331,889.6483316423104,1
1,12,175,688,948.9757234527042,1
2,12,445,482,686.5493557007437,1
3,12,651,473,1100.7080149205162,1
4,12,374,529,982.8612603353938,1
0,13,296,586,1135.4752547774706,1
1,13,403,501,705.1919929433467,1
2,13,210,534,885.5886284581959,1
3,13,277,437,1118.7075750009553,1
4,13,217,86,782.8696157555145,1
0,14,369,162,800.6645522267091,1
1,14,21,160,915.1349452818633,1
2,14,405,429,927.7002124296342,1
3,14,76,462,755.4564600818928,1
4,14,684,317,1014.612824180592,1
0,15,63,316,941.8574016968308,1
1,15,98,528,1021.4714693285916,1
2,15,105,214,893.5106371248327,1
3,15,116,350,883.4967350335776,1
4,15,228,317,972.7883691968154,1
0,16,55,262,780.40710683676,1
1,16,367,604,745.0519922718503,1
2,16,214,531,1030.490000987501,1
3,16,574,468,555.4562221418405,1
4,16,106,58,718.1881973257405,1
0,17,625,93,904.1932626391366,1
1,17,380,345,708.1372959182559,1
2,17,14,453,532.5509554897537,1
3,17,49,630,590.8554485359913,1
4,17,666,46,1160.7008347524252,1
0,18,656,419,1002.9033099736055,1
1,18,525,234,742.03347226706,1
2,18,383,530,571.7463194073439,1
3,18,450,564,833.0107956522486,1
4,18,324,692,907.8737135105081,1
0,19,113,252,1083.2257645870636,1
1,19,274,477,514.9788992000309,1
2,19,287,485,1028.8345509238309,1
3,19,515,208,771.3355272971359,1
4,19,426,503,893.393854351053,1
