LinkID,src,dst,cap
0,0,14,1523
1,14,0,1476
2,1,14,1197
3,14,1,1950
4,3,21,1860
5,21,3,1576
6,4,23,1166
7,23,4,1798
8,5,15,1008
9,15,5,1523
10,6,26,1213
11,26,6,1818
12,7,14,1770
13,14,7,1271
14,8,21,1717
15,21,8,1135
16,9,12,1946
17,12,9,1513
18,10,11,1934
19,11,10,1837
20,10,23,1650
21,23,10,1122
22,11,15,1697
23,15,11,1839
24,12,25,1812
25,25,12,1488
26,13,25,1700
27,25,13,1365
28,14,17,1140
29,17,14,1607
30,14,21,1613
31,21,14,1999
32,14,26,1107
33,26,14,1461
34,15,16,1738
35,16,15,1158
36,15,25,1538
37,25,15,1224
38,15,21,1109
39,21,15,1076
40,16,17,1968
41,17,16,1213
42,16,19,1324
43,19,16,1241
44,16,21,1534
45,21,16,1697
46,18,20,1257
47,20,18,1371
48,20,21,1546
49,21,20,1689
50,21,24,1790
51,24,21,1078
52,21,25,1392
53,25,21,1830
54,21,27,1991
55,27,21,1508
56,22,23,1844
57,23,22,1060
