LinkID,src,dst,cap
0,0,3,1187
1,3,0,1216
2,0,6,1165
3,6,0,1244
4,1,6,1556
5,6,1,1942
6,2,3,1687
7,3,2,1542
8,2,28,1082
9,28,2,1287
10,4,5,1543
11,5,4,1917
12,4,7,1201
13,7,4,1058
14,5,8,1810
15,8,5,1886
16,6,11,1283
17,11,6,1072
18,7,11,1297
19,11,7,1663
20,7,14,1597
21,14,7,1045
22,8,17,1082
23,17,8,1160
24,8,12,1992
25,12,8,1162
26,8,14,1403
27,14,8,1999
28,8,9,1206
29,9,8,1831
30,10,17,1401
31,17,10,1562
32,11,27,1979
33,27,11,1102
34,11,14,1247
35,14,11,1969
36,12,14,1530
37,14,12,1070
38,12,16,1389
39,16,12,1982
40,12,17,1560
41,17,12,1265
42,12,23,1993
43,23,12,1569
44,12,24,1295
45,24,12,1263
46,13,27,1991
47,27,13,1569
48,13,29,1636
49,29,13,1099
50,13,14,1452
51,14,13,1631
52,14,33,1495
53,33,14,1292
54,14,36,1495
55,36,14,1812
56,14,18,1600
57,18,14,1644
58,14,19,1092
59,19,14,1409
60,14,20,1471
61,20,14,1979
62,14,21,1495
63,21,14,1880
64,14,23,1599
65,23,14,1273
66,14,26,1085
67,26,14,1823
68,14,27,1761
69,27,14,1419
70,14,29,1281
71,29,14,1843
72,15,16,1134
73,16,15,1060
74,22,35,1200
75,35,22,1468
76,22,28,1206
77,28,22,1528
78,25,26,1143
79,26,25,1550
80,30,32,1388
81,32,30,1949
82,31,32,1321
83,32,31,1199
84,32,33,1315
85,33,32,1737
86,32,34,1791
87,34,32,1357
88,34,35,1705
89,35,34,1585
