LinkID,src,dst,cap
0,0,1,1147
1,1,0,1536
2,0,3,1843
3,3,0,1705
4,1,10,1109
5,10,1,1885
6,1,6,1930
7,6,1,1823
8,2,3,1972
9,3,2,1767
10,4,19,1315
11,19,4,1933
12,4,5,1156
13,5,4,1741
14,5,16,1586
15,16,5,1627
16,6,11,1833
17,11,6,1994
18,7,19,1568
19,19,7,1886
20,8,19,1591
21,19,8,1829
22,9,16,1699
23,16,9,1184
24,10,19,1570
25,19,10,1847
26,12,22,1980
27,22,12,1357
28,13,19,1293
29,19,13,1177
30,14,15,1035
31,15,14,1858
32,15,21,1997
33,21,15,1490
34,15,23,1959
35,23,15,1148
36,16,19,1371
37,19,16,1169
38,17,18,1178
39,18,17,1381
40,18,19,1602
41,19,18,1148
42,19,20,1503
43,20,19,1895
44,19,21,1624
45,21,19,1178
46,21,22,1087
47,22,21,1716
