LinkID,src,dst,cap
0,0,64,1028
1,64,0,1182
2,0,64,1957
3,64,0,1845
4,0,1,1010
5,1,0,1293
6,0,9,1560
7,9,0,1400
8,0,8,1576
9,8,0,1921
10,0,63,1854
11,63,0,1970
12,0,63,1482
13,63,0,1782
14,1,65,1609
15,65,1,1057
16,2,55,1044
17,55,2,1879
18,2,87,1047
19,87,2,1488
20,3,88,1702
21,88,3,1795
22,3,4,1335
23,4,3,1775
24,3,4,1944
25,4,3,1433
26,3,45,1058
27,45,3,1755
28,3,86,1947
29,86,3,1268
30,3,47,1120
31,47,3,1074
32,4,86,1425
33,86,4,1797
34,4,5,1133
35,5,4,1369
36,4,6,1045
37,6,4,1803
38,4,6,1592
39,6,4,1735
40,4,7,1181
41,7,4,1388
42,5,46,1409
43,46,5,1156
44,6,80,1601
45,80,6,1934
46,6,81,1453
47,81,6,1275
48,6,62,1115
49,62,6,1516
50,7,8,1128
51,8,7,1648
52,8,86,1461
53,86,8,1790
54,8,63,1679
55,63,8,1261
56,8,63,1363
57,63,8,1783
58,9,63,1816
59,63,9,1689
60,10,16,1377
61,16,10,1527
62,10,104,1317
63,104,10,1562
64,10,11,1237
65,11,10,1417
66,10,13,1931
67,13,10,1454
68,11,16,1945
69,16,11,1248
70,11,104,1636
71,104,11,1605
72,11,13,1457
73,13,11,1185
74,12,19,1337
75,19,12,1790
76,12,13,1483
77,13,12,1779
78,14,17,1411
79,17,14,1573
80,14,84,1060
81,84,14,1017
82,15,97,1590
83,97,15,1177
84,15,47,1855
85,47,15,1207
86,16,104,1939
87,104,16,1712
88,17,43,1889
89,43,17,1459
90,18,19,1951
91,19,18,1524
92,18,35,1440
93,35,18,1347
94,19,104,1833
95,104,19,1554
96,19,36,1701
97,36,19,1661
98,19,37,1923
99,37,19,1688
100,19,37,1681
101,37,19,1470
102,20,21,1960
103,21,20,1740
104,20,22,1622
105,22,20,1132
106,20,23,1745
107,23,20,1602
108,21,26,1774
109,26,21,1303
110,22,83,1416
111,83,22,1826
112,23,105,1414
113,105,23,1014
114,24,25,1344
115,25,24,1406
116,24,27,1875
117,27,24,1207
118,24,95,1233
119,95,24,1408
120,25,89,1080
121,89,25,1697
122,25,26,1228
123,26,25,1176
124,25,28,1885
125,28,25,1041
126,25,92,1532
127,92,25,1187
128,27,83,1358
129,83,27,1368
130,28,29,1754
131,29,28,1426
132,29,92,1177
133,92,29,1441
134,30,103,1066
135,103,30,1147
136,30,36,1904
137,36,30,1833
138,30,36,1579
139,36,30,1909
140,30,77,1725
141,77,30,1344
142,30,31,1531
143,31,30,1812
144,31,112,1640
145,112,31,1821
146,31,36,1371
