LinkID,src,dst,cap
0,0,16,1426
1,16,0,1265
2,0,3,1946
3,3,0,1489
4,0,20,1196
5,20,0,1605
6,1,20,1694
7,20,1,1159
8,1,7,1432
9,7,1,1440
10,2,18,1790
11,18,2,1275
12,2,3,1366
13,3,2,1233
14,3,18,1196
15,18,3,1909
16,3,26,1038
17,26,3,1268
18,3,15,1131
19,15,3,1299
20,4,5,1790
21,5,4,1378
22,4,6,1465
23,6,4,1682
24,4,7,1036
25,7,4,1922
26,5,8,1358
27,8,5,1463
28,6,23,1334
29,23,6,1377
30,6,7,1279
31,7,6,1713
32,8,9,1584
33,9,8,1602
34,8,13,1153
35,13,8,1783
36,8,14,1676
37,14,8,1807
38,8,25,1589
39,25,8,1388
40,10,25,1295
41,25,10,1068
42,10,12,1115
43,12,10,1215
44,11,25,1697
45,25,11,1959
46,11,26,1412
47,26,11,1128
48,13,23,1326
49,23,13,1932
50,15,16,1478
51,16,15,1861
52,17,26,1952
53,26,17,1950
54,17,19,1861
55,19,17,1759
56,19,20,1217
57,20,19,1243
58,20,21,1475
59,21,20,1651
60,21,22,1365
61,22,21,1402
62,21,23,1790
63,23,21,1948
64,22,23,1850
65,23,22,1504
66,23,24,1392
67,24,23,1722
68,24,25,1003
69,25,24,1439
70,25,26,1245
71,26,25,1332
