LinkID,src,dst,cap
0,0,1,1424
1,1,0,1594
2,0,3,1642
3,3,0,1151
4,1,25,1022
5,25,1,1794
6,1,13,1076
7,13,1,1107
8,2,19,1231
9,19,2,1971
10,2,6,1424
11,6,2,1163
12,3,6,1566
13,6,3,1946
14,4,5,1071
15,5,4,1137
16,4,7,1365
17,7,4,1243
18,5,8,1349
19,8,5,1945
20,6,7,1785
21,7,6,1460
22,8,9,1604
23,9,8,1375
24,9,16,1554
25,16,9,1122
26,10,17,1117
27,17,10,1418
28,10,11,1234
29,11,10,1612
30,11,12,1464
31,12,11,1001
32,12,13,1867
33,13,12,1826
34,12,15,1617
35,15,12,1221
36,14,25,1137
37,25,14,1398
38,14,26,1244
39,26,14,1900
40,15,16,1451
41,16,15,1065
42,16,17,1291
43,17,16,1526
44,18,27,1415
45,27,18,1124
46,18,22,1030
47,22,18,1846
48,19,27,1004
49,27,19,1525
50,19,26,1030
51,26,19,1723
52,20,21,1500
53,21,20,1595
54,20,23,1151
55,23,20,1134
56,21,22,1208
57,22,21,1309
58,23,24,1150
59,24,23,1453
60,24,25,1423
61,25,24,1366
