LinkID,src,dst,cap
0,0,85,1599
1,85,0,1762
2,1,85,1014
3,85,1,1300
4,1,103,1374
5,103,1,1377
6,2,3,1218
7,3,2,1462
8,2,132,1512
9,132,2,1187
10,3,4,1655
11,4,3,1385
12,3,5,1652
13,5,3,1254
14,4,48,1485
15,48,4,1382
16,5,6,1904
17,6,5,1326
18,6,157,1142
19,157,6,1138
20,7,8,1359
21,8,7,1063
22,7,9,1916
23,9,7,1472
24,7,119,1325
25,119,7,1127
26,7,109,1152
27,109,7,1101
28,7,85,1412
29,85,7,1847
30,8,9,1284
31,9,8,1750
32,9,21,1806
33,21,9,1995
34,9,86,1345
35,86,9,1016
36,10,18,1639
37,18,10,1996
38,10,11,1041
39,11,10,1281
40,10,13,1193
41,13,10,1139
42,11,16,1738
43,16,11,1127
44,11,18,1909
45,18,11,1857
46,12,13,1403
47,13,12,1606
48,12,30,1114
49,30,12,1861
50,14,17,1737
51,17,14,1643
52,14,15,1257
53,15,14,1925
54,15,18,1153
55,18,15,1457
56,16,17,1834
57,17,16,1196
58,18,67,1385
59,67,18,1195
60,18,19,1971
61,19,18,1131
62,19,107,1158
63,107,19,1036
64,20,21,1739
65,21,20,1116
66,20,77,1757
67,77,20,1091
68,22,28,1815
69,28,22,1548
70,22,29,1981
71,29,22,1302
72,22,23,1204
73,23,22,1465
74,23,29,1786
75,29,23,1243
76,24,26,1071
77,26,24,1424
78,24,27,1523
79,27,24,1115
80,24,119,1078
81,119,24,1867
82,25,97,1172
83,97,25,1388
84,26,97,1606
85,97,26,1900
86,28,52,1353
87,52,28,1664
88,30,131,1754
89,131,30,1935
90,30,84,1299
91,84,30,1336
92,31,34,1578
93,34,31,1530
94,31,84,1343
95,84,31,1404
96,32,33,1999
97,33,32,1420
98,32,35,1332
99,35,32,1320
100,33,34,1333
101,34,33,1658
102,33,36,1451
103,36,33,1528
104,33,39,1633
105,39,33,1431
106,34,84,1883
107,84,34,1115
108,35,116,1401
109,116,35,1816
110,36,37,1849
111,37,36,1378
112,37,83,1190
113,83,37,1695
114,38,83,1032
115,83,38,1271
116,38,39,1540
117,39,38,1042
118,40,43,1071
119,43,40,1223
120,41,44,1362
121,44,41,1913
122,41,46,1334
