LinkID,src,dst,cap
0,0,10,1564
1,10,0,1622
2,0,3,1288
3,3,0,1814
4,0,6,1374
5,6,0,1774
6,1,3,1237
7,3,1,1686
8,1,6,1879
9,6,1,1265
10,2,10,1537
11,10,2,1322
12,2,15,1136
13,15,2,1109
14,3,8,1480
15,8,3,1119
16,3,16,1517
17,16,3,1003
18,4,5,1620
19,5,4,1009
20,4,7,1642
21,7,4,1756
22,6,7,1432
23,7,6,1071
24,9,16,1756
25,16,9,1435
26,9,15,1736
27,15,9,1905
28,11,12,1121
29,12,11,1959
30,11,13,1392
31,13,11,1071
32,12,14,1053
33,14,12,1569
34,13,18,1882
35,18,13,1651
36,13,14,1779
37,14,13,1904
38,13,15,1916
39,15,13,1370
40,14,16,1218
41,16,14,1338
42,14,17,1823
43,17,14,1001
44,15,16,1614
45,16,15,1294
46,17,18,1753
47,18,17,1963
