LinkID,src,dst,cap
0,0,17,1446
1,17,0,1348
2,0,5,1890
3,5,0,1334
4,1,4,1208
5,4,1,1281
6,1,5,1864
7,5,1,1222
8,2,16,1430
9,16,2,1172
10,2,5,1268
11,5,2,1311
12,3,5,1589
13,5,3,1142
14,3,21,1341
15,21,3,1915
16,4,5,1722
17,5,4,1570
18,4,21,1294
19,21,4,1124
20,5,6,1082
21,6,5,1549
22,5,8,1957
23,8,5,1713
24,5,17,1279
25,17,5,1088
26,5,21,1807
27,21,5,1765
28,6,17,1801
29,17,6,1627
30,7,17,1909
31,17,7,1714
32,7,21,1158
33,21,7,1272
34,8,17,1865
35,17,8,1365
36,9,13,1252
37,13,9,1162
38,9,21,1603
39,21,9,1615
40,10,17,1460
41,17,10,1252
42,11,17,1105
43,17,11,1142
44,12,16,1122
45,16,12,1865
46,13,17,1336
47,17,13,1179
48,14,23,1698
49,23,14,1920
50,15,23,1926
51,23,15,1824
52,16,17,1623
53,17,16,1292
54,16,21,1645
55,21,16,1866
56,16,23,1195
57,23,16,1612
58,17,18,1530
59,18,17,1139
60,17,19,1625
61,19,17,1182
62,17,20,1478
63,20,17,1734
64,17,21,1641
65,21,17,1757
66,19,21,1480
67,21,19,1015
68,21,22,1657
69,22,21,1596
70,21,23,1536
71,23,21,1146
72,22,23,1828
73,23,22,1805
