LinkID,src,dst,cap
0,0,3,1241
1,3,0,1868
2,0,13,1331
3,13,0,1641
4,1,10,1108
5,10,1,1351
6,1,3,1630
7,3,1,1640
8,2,15,1397
9,15,2,1320
10,4,19,1359
11,19,4,1131
12,4,5,1096
13,5,4,1697
14,4,7,1682
15,7,4,1321
16,5,8,1969
17,8,5,1370
18,5,6,1010
19,6,5,1694
20,7,16,1499
21,16,7,1995
22,9,14,1362
23,14,9,1423
24,11,20,1246
25,20,11,1376
26,11,13,1888
27,13,11,1846
28,11,21,1730
29,21,11,1326
30,12,16,1114
31,16,12,1813
32,13,18,1272
33,18,13,1570
34,14,15,1104
35,15,14,1291
36,14,23,1918
37,23,14,1351
38,16,17,1513
39,17,16,1004
40,19,20,1610
41,20,19,1145
42,21,22,1557
43,22,21,1196
44,22,23,1187
45,23,22,1406
