LinkID,src,dst,cap
0,0,17,1222
1,17,0,1438
2,0,5,1060
3,5,0,1938
4,1,4,1019
5,4,1,1859
6,1,5,1452
7,5,1,1029
8,2,16,1558
9,16,2,1690
10,2,5,1878
11,5,2,1064
12,3,5,1191
13,5,3,1778
14,3,21,1989
15,21,3,1756
16,4,5,1268
17,5,4,1332
18,4,21,1915
19,21,4,1182
20,5,6,1087
21,6,5,1809
22,5,8,1833
23,8,5,1001
24,5,17,1960
25,17,5,1854
26,5,21,1424
27,21,5,1457
28,6,17,1890
29,17,6,1346
30,7,17,1418
31,17,7,1643
32,7,21,1988
33,21,7,1620
34,8,17,1784
35,17,8,1987
36,9,13,1586
37,13,9,1427
38,9,21,1735
39,21,9,1959
40,10,17,1442
41,17,10,1620
42,11,17,1773
43,17,11,1500
44,12,16,1023
45,16,12,1973
46,13,17,1554
47,17,13,1050
48,14,23,1752
49,23,14,1714
50,15,23,1032
51,23,15,1489
52,16,17,1699
53,17,16,1414
54,16,21,1590
55,21,16,1948
56,16,23,1519
57,23,16,1626
58,17,18,1685
59,18,17,1863
60,17,19,1658
61,19,17,1244
62,17,20,1909
63,20,17,1991
64,17,21,1286
65,21,17,1587
66,19,21,1095
67,21,19,1293
68,21,22,1239
69,22,21,1546
70,21,23,1319
71,23,21,1410
72,22,23,1526
73,23,22,1420
