LinkID,src,dst,cap
0,0,11,1725
1,11,0,1287
2,0,3,1513
3,3,0,1833
4,1,2,1302
5,2,1,1194
6,1,6,1788
7,6,1,1273
8,2,10,1582
9,10,2,1296
10,2,11,1514
11,11,2,1600
12,2,14,1470
13,14,2,1443
14,3,7,1884
15,7,3,1779
16,4,13,1608
17,13,4,1362
18,4,6,1245
19,6,4,1162
20,4,5,1528
21,5,4,1546
22,5,7,1305
23,7,5,1771
24,6,13,1198
25,13,6,1424
26,6,14,1800
27,14,6,1452
28,6,7,1462
29,7,6,1189
30,8,16,1647
31,16,8,1598
32,8,12,1356
33,12,8,1931
34,8,15,1835
35,15,8,1393
36,9,16,1432
37,16,9,1168
38,9,14,1699
39,14,9,1635
40,9,15,1579
41,15,9,1447
42,10,19,1914
43,19,10,1420
44,12,13,1161
45,13,12,1370
46,13,16,1805
47,16,13,1412
48,13,14,1923
49,14,13,1921
50,14,15,1027
51,15,14,1725
52,14,17,1425
53,17,14,1147
54,15,16,1620
55,16,15,1321
56,16,17,1351
57,17,16,1892
58,17,18,1935
59,18,17,1027
60,17,19,1883
61,19,17,1591
